source,destination,date
utrecht,reykjavik,2020-03-09
reykjavik,wales,2020-03-19
reykjavik,munich,2020-03-11
utrecht,north brabant,2020-03-02
north brabant,reykjavik,2020-03-02
north brabant,reykjavik,2020-03-09
north brabant,netherlands,2020-03-09
utrecht,scotland,2020-03-09
utrecht,netherlands,2020-03-09
netherlands,berlicum,2020-02-24
netherlands,liège,2020-03-13
netherlands,portugal,2020-03-01
netherlands,reykjavik,2020-03-11
netherlands,reykjavik,2020-03-09
netherlands,antwerp,2020-03-04
netherlands,leuven,2020-03-04
antwerp,sao paulo,2020-03-04
antwerp,brussels,2020-03-04
netherlands,south holland,2020-03-04
netherlands,utrecht,2020-03-04
south holland,reykjavik,2020-03-04
south holland,scotland,2020-03-07
south holland,holsbeek,2020-03-03
holsbeek,sao paulo,2020-03-03
south holland,rotterdam,2020-03-03
south holland,north holland,2020-03-03
south holland,utrecht,2020-03-03
north holland,portugal,2020-03-03
north holland,north brabant,2020-03-03
north holland,utrecht,2020-03-03
north holland,overijssel,2020-03-03
utrecht,limburg,2020-03-03
netherlands,sao paulo,2020-03-02
netherlands,reykjavik,2020-03-02
netherlands,utrecht,2020-03-02
utrecht,reykjavik,2020-03-02
netherlands,gelderland,2020-03-02
netherlands,south holland,2020-03-02
gelderland,wales,2020-03-17
gelderland,dublin,2020-03-02
netherlands,reykjavik,2020-03-03
netherlands,duesseldorf,2020-03-03
netherlands,south holland,2020-03-08
netherlands,finland,2020-03-07
south holland,gold coast,2020-03-18
south holland,austria,2020-03-19
south holland,north brabant,2020-03-11
south holland,reykjavik,2020-03-10
north brabant,munich,2020-03-12
north brabant,reykjavik,2020-03-10
netherlands,south holland,2020-03-05
netherlands,dublin,2020-03-06
south holland,north brabant,2020-03-05
south holland,reykjavik,2020-03-05
south holland,north brabant,2020-03-06
south holland,gelderland,2020-03-09
gelderland,reykjavik,2020-03-09
gelderland,south holland,2020-03-09
gelderland,south holland,2020-03-09
gelderland,netherlands,2020-03-09
gelderland,north brabant,2020-03-09
netherlands,munich,2020-03-11
netherlands,scotland,2020-03-09
alken,ontario,2020-03-05
alken,england,2020-03-06
england,sao paulo,2020-03-05
england,santiago,2020-03-05
england,south holland,2020-03-06
england,portugal,2020-03-04
england,victoria,2020-03-19
england,schoten,2020-03-06
england,dublin,2020-03-08
england,zurich,2020-02-29
england,rome,2020-02-28
rome,mexico city,2020-02-27
england,valencia,2020-02-27
valencia,saitama,2020-03-19
england,florida,2020-03-02
england,auckland,2020-03-02
florida,san francisco,2020-03-18
florida,athens,2020-03-18
san francisco,portugal,2020-03-18
san francisco,portugal,2020-03-18
england,nootdorp,2020-03-03
england,tilburg,2020-03-03
nootdorp,overijssel,2020-03-03
nootdorp,auckland,2020-03-04
england,victoria,2020-03-24
england,liège,2020-03-30
england,fontaine-l eveque,2020-03-24
england,connecticut,2020-03-24
england,wales,2020-03-22
england,liège,2020-03-31
england,south yorkshire,2020-03-25
england,portugal,2020-03-20
south yorkshire,portugal,2020-03-20
england,hanoi,2020-03-06
england,hanoi,2020-03-06
england,north brabant,2020-03-06
england,argentina,2020-03-07
england,portugal,2020-03-19
england,vanves,2020-03-16
england,ontario,2020-03-12
england,athens,2020-03-18
england,wales,2020-03-20
england,dane county,2020-03-14
england,chiba,2020-03-13
england,taoyuan,2020-03-14
england,manitoba,2020-03-13
england,valencia,2020-03-13
england,liège,2020-03-31
england,portugal,2020-03-13
england,portugal,2020-03-15
portugal,lisbon,2020-03-18
england,liège,2020-03-05
england,quangning,2020-03-07
england,wales,2020-03-19
england,wales,2020-03-23
wales,munich,2020-03-19
wales,munich,2020-03-19
wales,munich,2020-03-19
wales,tubize,2020-03-23
wales,lasne,2020-03-23
tubize,portugal,2020-03-21
tubize,portugal,2020-03-21
tubize,portugal,2020-03-21
tubize,portugal,2020-03-22
wales,ontario,2020-03-13
wales,washington,2020-03-13
washington,chiba,2020-03-13
washington,bourg-en-bresse,2020-03-17
wales,reykjavik,2020-03-13
wales,victoria,2020-03-18
wales,portugal,2020-03-18
wales,portugal,2020-03-18
wales,england,2020-03-28
wales,england,2020-03-26
england,quaregnon,2020-03-25
england,abruzzo,2020-03-14
england,abruzzo,2020-03-14
england,reykjavik,2020-03-16
england,duesseldorf,2020-03-14
england,portugal,2020-03-13
england,manhattan,2020-03-19
england,victoria,2020-03-21
victoria,teramo,2020-03-19
victoria,connecticut,2020-03-19
victoria,lyon,2020-03-22
victoria,liège,2020-03-19
england,sydney,2020-03-14
england,victoria,2020-03-17
england,zoutleeuw,2020-03-24
england,liège,2020-03-22
zoutleeuw,portugal,2020-03-22
zoutleeuw,lasne,2020-03-24
lasne,liège,2020-03-22
lasne,nieuwerkerken,2020-03-24
england,north brabant,2020-03-04
england,dilbeek,2020-03-04
england,abruzzo,2020-03-23
england,portugal,2020-03-22
portugal,abruzzo,2020-03-23
england,liège,2020-03-30
england,tbilisi,2020-04-01
england,portugal,2020-03-21
england,portugal,2020-03-21
england,saitama,2020-03-11
england,ontario,2020-03-11
england,portugal,2020-03-11
england,minnesota,2020-03-11
england,utah,2020-03-23
england,netherlands,2020-03-10
england,victoria,2020-03-24
england,liège,2020-03-13
england,wales,2020-03-21
england,portugal,2020-03-08
wales,abruzzo,2020-03-23
wales,victoria,2020-03-20
wales,england,2020-03-28
wales,liège,2020-03-30
wales,abruzzo,2020-03-17
wales,paris,2020-03-18
abruzzo,saitama,2020-03-17
abruzzo,saitama,2020-03-18
wales,portugal,2020-03-17
wales,l'aquila,2020-03-21
l'aquila,reykjavik,2020-03-17
l'aquila,munich,2020-03-21
wales,ontario,2020-03-10
wales,ontario,2020-03-10
ontario,washington,2020-03-11
ontario,wicklow,2020-03-10
wales,saitama,2020-03-12
wales,saitama,2020-03-12
wales,chiba,2020-03-12
wales,portugal,2020-03-16
wales,england,2020-03-23
wales,england,2020-03-30
england,abruzzo,2020-03-23
england,abruzzo,2020-03-17
england,portugal,2020-03-21
england,virginia,2020-03-25
england,south yorkshire,2020-03-27
england,south yorkshire,2020-03-26
alken,asnières-sur-seine,2020-03-20
alken,saint petersburg,2020-03-15
alken,lyon,2020-03-18
asnières-sur-seine,lyon,2020-03-23
asnières-sur-seine,auvergne-rhône-alpes,2020-03-08
lyon,portugal,2020-03-20
lyon,netherlands,2020-03-12
lyon,brest,2020-02-26
lyon,ontario,2020-03-13
lyon,macon,2020-03-15
lyon,reykjavik,2020-03-04
lyon,valence,2020-03-17
valence,auvergne-rhône-alpes,2020-03-06
valence,reykjavik,2020-03-08
lyon,longjumeau,2020-03-20
lyon,finland,2020-03-13
lyon,compiègne,2020-03-09
lyon,reims,2020-03-04
lyon,woippy,2020-03-17
lyon,wisconsin,2020-03-24
lyon,ontario,2020-03-09
lyon,compiègne,2020-03-08
lyon,dakar,2020-03-19
lyon,taiwan,2020-03-21
compiègne,bratislava,2020-03-07
compiègne,washington,2020-03-24
compiègne,reykjavik,2020-03-18
compiègne,england,2020-03-19
compiègne,victoria,2020-03-16
compiègne,virginia,2020-03-12
virginia,dane county,2020-03-13
compiègne,victoria,2020-03-20
compiègne,victoria,2020-03-21
compiègne,kosice,2020-03-06
compiègne,venissieux,2020-03-16
compiègne,meudon la forêt,2020-03-15
venissieux,dakar,2020-03-20
venissieux,meudon la forêt,2020-03-15
venissieux,lyon,2020-03-22
venissieux,lyon,2020-03-22
lyon,levallois-perret,2020-03-12
compiègne,ontario,2020-03-11
compiègne,kinshasa,2020-03-11
compiègne,crépy en valois,2020-02-29
crépy en valois,ontario,2020-03-07
crépy en valois,compiègne,2020-03-05
compiègne,braine-le-chateau,2020-03-04
compiègne,pontoise,2020-03-04
pontoise,utah,2020-03-26
pontoise,manhattan,2020-03-18
pontoise,orsay,2020-03-17
orsay,kinshasa,2020-03-22
orsay,sydney,2020-03-17
orsay,compiègne,2020-03-12
compiègne,kinshasa,2020-03-09
compiègne,virginia,2020-03-10
compiègne,virginia,2020-03-10
compiègne,manhattan,2020-03-17
lyon,texas,2020-03-01
lyon,argentina,2020-03-18
lyon,british columbia,2020-03-10
lyon,minnesota,2020-03-12
lyon,ontario,2020-03-12
texas,ishikawa,2020-03-09
texas,ishikawa,2020-03-20
texas,british columbia,2020-03-11
texas,british columbia,2020-03-11
texas,saudi arabia,2020-03-10
texas,saudi arabia,2020-03-10
texas,finland,2020-03-14
texas,kinshasa,2020-03-18
texas,liège,2020-03-22
texas,taipei,2020-03-02
texas,dane county,2020-03-16
texas,portugal,2020-03-13
dane county,minas gerais,2020-03-15
dane county,brooklyn,2020-03-17
texas,virginia,2020-03-09
texas,saskatchewan,2020-03-09
virginia,brooklyn,2020-03-17
virginia,wisconsin,2020-03-18
brooklyn,wisconsin,2020-03-24
texas,england,2020-03-28
texas,connecticut,2020-03-19
connecticut,kochi,2020-03-08
connecticut,virginia,2020-03-08
connecticut,austria,2020-03-13
connecticut,washington,2020-03-14
connecticut,finland,2020-03-13
connecticut,new york,2020-03-16
connecticut,victoria,2020-03-17
connecticut,dane county,2020-03-16
connecticut,dane county,2020-03-16
dane county,ontario,2020-02-29
ontario,chiba,2020-03-10
ontario,british columbia,2020-03-10
ontario,british columbia,2020-03-11
british columbia,chiba,2020-03-10
lyon,nassau county,2020-03-18
lyon,manhattan,2020-03-18
lyon,utah,2020-03-19
lyon,tbilisi,2020-03-14
lyon,rennes,2020-03-07
lyon,manhattan,2020-03-18
lyon,manhattan,2020-03-18
lyon,compiègne,2020-03-12
lyon,england,2020-03-27
lyon,nantes,2020-02-26
lyon,norway,2020-03-05
lyon,new york,2020-03-18
lyon,la crosse county,2020-03-18
lyon,compiègne,2020-03-10
lyon,mbour,2020-03-18
lyon,idaho,2020-03-13
lyon,england,2020-03-25
lyon,connecticut,2020-03-19
lyon,compiègne,2020-02-21
lyon,auvergne-rhône-alpes,2020-03-07
lyon,chateau-thierry,2020-03-19
lyon,liège,2020-03-14
lyon,compiègne,2020-03-02
manhattan,reykjavik,2020-03-03
lyon,portugal,2020-03-15
lyon,auvergne-rhône-alpes,2020-03-04
lyon,ontario,2020-03-11
lyon,saint petersburg,2020-03-18
lyon,denmark,2020-03-03
lyon,bronx,2020-03-19
lyon,auvergne-rhône-alpes,2020-03-07
lyon,victoria,2020-03-20
manhattan,reykjavik,2020-03-04
lyon,victoria,2020-03-23
lyon,wisconsin,2020-03-26
lyon,helsinki,2020-03-14
lyon,rennes,2020-02-26
manhattan,queens,2020-03-17
manhattan,dane county,2020-03-15
manhattan,victoria,2020-03-21
manhattan,compiègne,2020-03-04
manhattan,utah,2020-03-27
manhattan,utah,2020-03-20
manhattan,utah,2020-03-14
manhattan,utah,2020-03-14
manhattan,andenne,2020-03-06
manhattan,berloz,2020-03-05
manhattan,norway,2020-03-18
manhattan,norway,2020-03-18
manhattan,brooklyn,2020-03-18
manhattan,victoria,2020-03-20
victoria,boufarik,2020-03-02
victoria,blida,2020-03-08
manhattan,rennes,2020-03-07
manhattan,rennes,2020-03-06
manhattan,rennes,2020-03-07
manhattan,ontario,2020-03-08
manhattan,ontario,2020-03-12
manhattan,ontario,2020-03-11
manhattan,elsene,2020-03-05
manhattan,haarlem,2020-03-01
manhattan,crépy en valois,2020-03-05
manhattan,compiègne,2020-03-10
manhattan,dakar,2020-03-20
dakar,mbour,2020-03-17
dakar,mbour,2020-03-20
manhattan,nassau county,2020-03-18
manhattan,minnesota,2020-03-13
manhattan,minnesota,2020-03-12
manhattan,bronx,2020-03-18
bronx,connecticut,2020-03-19
connecticut,manhattan,2020-03-18
manhattan,compiègne,2020-03-04
manhattan,compiègne,2020-03-22
manhattan,reykjavik,2020-03-17
manhattan,noisy le roi,2020-03-20
manhattan,dane county,2020-03-14
manhattan,wisconsin,2020-03-18
manhattan,garches,2020-03-11
manhattan,portugal,2020-03-19
manhattan,boufarik,2020-03-02
garches,compiègne,2020-03-03
garches,compiègne,2020-03-16
manhattan,wales,2020-03-23
wales,south yorkshire,2020-03-29
wales,manhattan,2020-03-12
wales,england,2020-03-09
england,idaho,2020-03-15
manhattan,ile de france,2020-03-02
manhattan,liège,2020-03-15
manhattan,liège,2020-03-30
liège,taiwan,2020-03-20
manhattan,idaho,2020-03-14
manhattan,washington,2020-03-10
manhattan,idaho,2020-03-15
idaho,washington,2020-03-22
idaho,washington,2020-03-13
washington,seattle,2020-03-10
seattle,idaho,2020-03-15
seattle,idaho,2020-03-15
washington,idaho,2020-03-15
washington,idaho,2020-03-14
manhattan,idaho,2020-03-13
manhattan,idaho,2020-03-13
manhattan,washington,2020-03-24
idaho,utah,2020-03-27
idaho,utah,2020-03-27
idaho,wisconsin,2020-03-20
idaho,wisconsin,2020-03-23
idaho,british columbia,2020-03-11
idaho,utah,2020-03-25
utah,san francisco,2020-03-18
san francisco,washington,2020-03-12
san francisco,oregon,2020-03-15
idaho,british columbia,2020-03-12
idaho,utah,2020-03-16
manhattan,san francisco county,2020-03-13
san francisco county,minnesota,2020-03-13
minnesota,san francisco,2020-03-18
san francisco county,jiangxi,2020-03-23
san francisco county,manhattan,2020-03-17
san francisco county,queens,2020-03-18
san francisco county,nassau county,2020-03-18
san francisco county,manhattan,2020-03-17
san francisco county,manhattan,2020-03-18
san francisco county,manhattan,2020-03-17
san francisco county,brooklyn,2020-03-16
san francisco county,manhattan,2020-03-17
manhattan,nassau county,2020-03-18
manhattan,ontario,2020-03-12
manhattan,ontario,2020-03-12
manhattan,brooklyn,2020-03-18
manhattan,brooklyn,2020-03-18
manhattan,brooklyn,2020-03-18
manhattan,brooklyn,2020-03-19
brooklyn,nassau county,2020-03-16
brooklyn,queens,2020-03-18
brooklyn,queens,2020-03-18
queens,manhattan,2020-03-18
queens,manhattan,2020-03-17
manhattan,westchester county,2020-03-15
manhattan,longjumeau,2020-03-18
manhattan,dakar,2020-03-03
manhattan,longjumeau,2020-03-22
longjumeau,dakar,2020-02-28
longjumeau,new hampshire,2020-03-02
longjumeau,dakar,2020-03-04
longjumeau,lyon,2020-03-17
lyon,dakar,2020-03-02
lyon,new hampshire,2020-02-29
lyon,longjumeau,2020-03-20
longjumeau,reykjavik,2020-03-13
longjumeau,reykjavik,2020-03-18
manhattan,saint-ghislain,2020-03-24
saint-ghislain,lubbeek,2020-03-04
saint-ghislain,liège,2020-03-05
lubbeek,liège,2020-03-19
lubbeek,liège,2020-03-31
liège,chaineux,2020-03-05
saint-ghislain,luxembourg,2020-03-16
luxembourg,liège,2020-03-19
manhattan,compiègne,2020-02-28
manhattan,la crosse county,2020-03-23
la crosse county,wales,2020-03-12
la crosse county,duesseldorf,2020-03-15
la crosse county,manhattan,2020-03-17
la crosse county,manhattan,2020-03-17
manhattan,reykjavik,2020-03-17
manhattan,reykjavik,2020-03-04
manhattan,rennes,2020-03-03
rennes,reykjavik,2020-03-10
rennes,levallois-perret,2020-03-10
rennes,auvergne-rhône-alpes,2020-03-06
rennes,reykjavik,2020-03-06
auvergne-rhône-alpes,rennes,2020-03-06
auvergne-rhône-alpes,rennes,2020-03-06
auvergne-rhône-alpes,victoria,2020-03-16
auvergne-rhône-alpes,connecticut,2020-03-18
auvergne-rhône-alpes,compiègne,2020-03-16
compiègne,new york,2020-03-17
compiègne,new york,2020-03-17
manhattan,washington,2020-03-23
manhattan,macon,2020-03-23
washington,finland,2020-03-08
washington,wales,2020-03-12
washington,duesseldorf,2020-03-10
washington,ontario,2020-03-12
washington,brooklyn,2020-03-16
washington,wales,2020-03-12
washington,reykjavik,2020-03-07
washington,ontario,2020-03-07
washington,duesseldorf,2020-03-15
washington,dane county,2020-03-15
washington,manhattan,2020-03-15
washington,luxembourg,2020-03-16
manhattan,connecticut,2020-03-18
manhattan,rio de janeiro,2020-03-19
washington,manhattan,2020-03-18
manhattan,queens,2020-03-18
queens,manhattan,2020-03-17
queens,virginia,2020-03-28
manhattan,connecticut,2020-03-18
manhattan,victoria,2020-03-18
connecticut,manhattan,2020-03-17
manhattan,connecticut,2020-03-16
manhattan,utah,2020-03-25
utah,victoria,2020-03-21
utah,victoria,2020-03-21
utah,manhattan,2020-03-17
utah,victoria,2020-03-21
victoria,manhattan,2020-03-17
manhattan,victoria,2020-03-21
washington,ontario,2020-03-12
washington,luxembourg,2020-03-12
luxembourg,duesseldorf,2020-03-15
luxembourg,ontario,2020-03-11
washington,virginia,2020-03-12
virginia,washington,2020-03-10
virginia,norway,2020-03-10
washington,norway,2020-03-10
norway,reykjavik,2020-03-10
washington,reykjavik,2020-03-10
washington,utah,2020-03-11
washington,austria,2020-03-10
washington,luxembourg,2020-03-11
washington,reykjavik,2020-03-13
washington,luxembourg,2020-03-13
luxembourg,idaho,2020-03-13
washington,luxembourg,2020-03-15
washington,duesseldorf,2020-03-13
washington,reykjavik,2020-03-18
washington,san francisco county,2020-03-13
san francisco county,minnesota,2020-03-13
san francisco county,duesseldorf,2020-03-15
duesseldorf,finland,2020-03-13
duesseldorf,finland,2020-03-13
duesseldorf,munich,2020-03-16
duesseldorf,munich,2020-03-16
manhattan,new york,2020-03-02
new york,reykjavik,2020-03-02
manhattan,compiègne,2020-03-02
manhattan,rennes,2020-03-02
compiègne,rennes,2020-03-02
compiègne,wisconsin,2020-03-25
rennes,victoria,2020-03-22
rennes,macon,2020-03-23
manhattan,victoria,2020-03-19
manhattan,saint-thibault-des-vignes,2020-03-19
manhattan,connecticut,2020-03-19
manhattan,san francisco,2020-03-18
manhattan,san francisco,2020-03-18
manhattan,bronx,2020-03-18
manhattan,bronx,2020-03-18
bronx,manhattan,2020-03-18
bronx,manhattan,2020-03-18
bronx,reykjavik,2020-03-17
bronx,munich,2020-03-16
bronx,victoria,2020-03-19
bronx,victoria,2020-03-21
bronx,wisconsin,2020-03-25
manhattan,victoria,2020-03-23
manhattan,victoria,2020-03-23
victoria,utah,2020-03-13
victoria,utah,2020-03-13
manhattan,macon,2020-03-21
manhattan,victoria,2020-03-21
manhattan,bourg-en-bresse,2020-03-22
manhattan,la crosse county,2020-03-29
la crosse county,dane county,2020-03-21
dane county,wisconsin,2020-03-26
dane county,wisconsin,2020-03-25
la crosse county,manhattan,2020-03-14
la crosse county,manhattan,2020-03-15
manhattan,luxembourg,2020-03-14
manhattan,connecticut,2020-03-25
manhattan,connecticut,2020-03-17
manhattan,reykjavik,2020-03-09
manhattan,crouy en thelle,2020-03-09
manhattan,norway,2020-03-09
manhattan,norway,2020-03-09
manhattan,san diego county,2020-03-18
manhattan,queens,2020-03-18
manhattan,reykjavik,2020-03-17
manhattan,victoria,2020-03-21
manhattan,liège,2020-03-30
manhattan,tbilisi,2020-03-28
manhattan,nassau county,2020-03-17
nassau county,reykjavik,2020-03-17
nassau county,manhattan,2020-03-17
nassau county,bronx,2020-03-17
nassau county,sunshine coast,2020-03-18
bronx,manhattan,2020-03-17
bronx,brisbane,2020-03-19
nassau county,manhattan,2020-03-17
nassau county,indiana,2020-03-19
manhattan,queens,2020-03-17
manhattan,brooklyn,2020-03-17
manhattan,macon,2020-03-20
brooklyn,manhattan,2020-03-17
brooklyn,ontario,2020-03-20
la crosse county,compiègne,2020-03-08
la crosse county,wyoming,2020-03-14
la crosse county,wyoming,2020-03-15
wyoming,finland,2020-03-13
wyoming,queens,2020-03-13
queens,new york,2020-03-19
queens,utah,2020-03-24
new york,victoria,2020-03-20
new york,wisconsin,2020-03-25
new york,utah,2020-03-26
wisconsin,connecticut,2020-03-19
wisconsin,south yorkshire,2020-03-24
new york,victoria,2020-03-22
new york,wisconsin,2020-03-24
wisconsin,england,2020-03-22
wisconsin,austria,2020-03-11
wisconsin,luxembourg,2020-03-11
wisconsin,reykjavik,2020-03-11
wisconsin,minnesota,2020-03-12
wyoming,netherlands,2020-03-13
wyoming,finland,2020-03-13
wyoming,nova scotia,2020-03-13
wyoming,wisconsin,2020-03-17
wyoming,wisconsin,2020-03-18
wisconsin,dane county,2020-03-15
wisconsin,manhattan,2020-03-17
wisconsin,manhattan,2020-03-17
manhattan,idaho,2020-03-14
manhattan,new york,2020-03-16
idaho,perth,2020-03-14
idaho,reykjavik,2020-03-16
idaho,duesseldorf,2020-03-14
idaho,virginia,2020-03-16
virginia,duesseldorf,2020-03-14
virginia,reykjavik,2020-03-16
idaho,duesseldorf,2020-03-14
idaho,macon,2020-03-21
idaho,minnesota,2020-03-14
idaho,manhattan,2020-03-18
idaho,san francisco,2020-03-18
idaho,minnesota,2020-03-14
san francisco,austria,2020-03-16
san francisco,helsinki,2020-03-14
